BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,SalePrice
0.5,0.125,0.9166666666666666,0.5752277399119992,0.125,-0.2885539604701581,-0.9442670603932537,-0.4591452184971221,1,0.9,1,1,-0.7931620228890677,1.1614536249333367,-0.12020053800860488,0.37020659097218955,1.107430697123059,-0.24097846650905572,0.7894700167005748,1.2271648985501782,0.16372301852733404,-0.21138115318786754,0.7,0.9118973170421487,208500
0.5,0.875,0.75,1.1715906834588659,0.125,-0.2885539604701581,-0.6410083568513317,0.4663051404658862,1,0.9,1,1,0.25705235291419093,-0.7948908644380643,-0.12020053800860488,-0.4823466424740096,-0.8196835076441235,3.94745678471977,0.7894700167005748,-0.7613597983235844,0.16372301852733404,-0.21138115318786754,0.5,-0.31857410891121296,181500
0.5,0.375,0.9166666666666666,0.09287535910203341,0.125,-0.2885539604701581,-0.30153965885664297,-0.31326141806945573,1,0.9,1,1,-0.6276109882796871,1.1889432430509677,-0.12020053800860488,0.514836157360384,1.107430697123059,-0.24097846650905572,0.7894700167005748,1.2271648985501782,0.16372301852733404,-0.21138115318786754,0.7,-0.31857410891121296,223500
0.7,0.125,0.75,-0.4991025628011064,0.125,-0.2885539604701581,-0.061648445607062924,-0.6870886566653507,1,0.7,1,1,-0.5215548567330526,0.9369550769726842,-0.12020053800860488,0.3835277352447864,1.107430697123059,-0.24097846650905572,-1.025689391776337,-0.7613597983235844,0.16372301852733404,-0.21138115318786754,0.7,0.2966616040654679,140000
0.5,0.625,0.9166666666666666,0.46340968799696164,0.125,-0.2885539604701581,-0.17480467827195917,0.19961131780905872,1,0.9,1,1,-0.04559563223108311,1.6173231253840497,-0.12020053800860488,1.2988806488332278,1.107430697123059,-0.24097846650905572,0.7894700167005748,1.2271648985501782,1.3895466444242945,-0.21138115318786754,0.7,1.5271330300188295,250000
0.5,0.125,0.9166666666666666,0.6322330212804497,0.125,-0.2885539604701581,-1.1388957805768753,-0.5959112813980593,1,0.9,1,1,-0.9483661178353621,0.5017027901101945,-0.12020053800860488,-0.2920445814369116,1.107430697123059,-0.24097846650905572,-1.025689391776337,1.2271648985501782,-2.2879242332665872,-0.21138115318786754,0.5,-0.9338098218878937,143000
0.5,0.625,0.9166666666666666,2.0288624148074867,0.125,-0.2885539604701581,-0.5663252432925002,1.4327853182991757,1,0.9,1,1,1.3745218365275105,-0.7948908644380643,-0.12020053800860488,0.33975826120625385,1.107430697123059,-0.24097846650905572,0.7894700167005748,-0.7613597983235844,0.16372301852733404,-0.21138115318786754,0.7,0.2966616040654679,307000
0.5,0.375,0.75,0.9106818956571118,0.5833333333333334,-0.09018956517328945,-0.7949008332755907,0.11299281130513184,1,0.9,1,1,-0.14389155903040288,1.4569670196978692,-0.12020053800860488,1.093354422913162,1.107430697123059,-0.24097846650905572,0.7894700167005748,1.2271648985501782,0.16372301852733404,-0.21138115318786754,0.5,0.2966616040654679,200000
0.5,0.125,0.125,-0.9726849003236182,0.125,-0.2885539604701581,0.8707589115516823,-0.24031951785562256,1,0.7,1,2,-0.3637640268709866,0.9277918709334739,-0.12020053800860488,0.49199991003593224,-0.8196835076441235,-0.24097846650905572,0.7894700167005748,-0.7613597983235844,-1.0621006073696266,4.327096547610473,0.5,0.9118973170421487,129900
0.5,0.125,0.9166666666666666,0.8931418090822039,0.125,-0.2885539604701581,-0.966898306926233,-0.1514215769700134,1,0.9,1,1,-0.22149360650355007,-0.7948908644380643,-0.12020053800860488,-0.834405455392641,1.107430697123059,-0.24097846650905572,-1.025689391776337,-0.7613597983235844,-1.0621006073696266,4.327096547610473,0.5,-0.9338098218878937,118000
0.5,0.125,0.625,1.0137299042846952,0.125,-0.2885539604701581,-0.9804770548460205,-0.03972929226758135,1,0.9,1,1,-0.3172027983870983,-0.7948908644380643,-0.12020053800860488,-0.9048172179763673,1.107430697123059,-0.24097846650905572,-1.025689391776337,-0.7613597983235844,0.16372301852733404,-0.21138115318786754,0.5,-0.9338098218878937,129500
0.5,0.125,0.9166666666666666,1.2154408998961355,0.125,-0.2885539604701581,-0.8831626947542097,0.2679943492595273,1,0.9,1,1,0.0501135596524651,1.8212044597564792,-0.12020053800860488,1.5386612457399713,1.107430697123059,-0.24097846650905572,2.6046294251774866,-0.7613597983235844,1.3895466444242945,-0.21138115318786754,0.9,2.7576044559721913,345000
0.5,0.125,0.75,0.6431955753897671,0.125,-0.2885539604701581,-0.8876889440608056,-0.331496893122914,1,0.5,1,1,-0.6483048676058596,-0.7948908644380643,-0.12020053800860488,-1.1484038561038528,1.107430697123059,-0.24097846650905572,-1.025689391776337,-0.7613597983235844,-1.0621006073696266,-0.21138115318786754,0.5,-1.5490455348645746,144000
0.5,0.625,0.125,-0.9726849003236182,0.125,-0.2885539604701581,2.0973724736391577,0.9951339170161767,1,0.9,1,1,0.8571748533731959,-0.7948908644380643,-0.12020053800860488,-0.0408458608679422,-0.8196835076441235,-0.24097846650905572,0.7894700167005748,-0.7613597983235844,0.16372301852733404,-0.21138115318786754,0.7,0.2966616040654679,279500
0.5,0.125,0.5833333333333334,0.6344255321023131,0.125,-0.2885539604701581,-0.10691093867302143,0.44579023103074567,1,0.5,1,1,0.2337717386722468,-0.7948908644380643,-0.12020053800860488,-0.49947382796734846,1.107430697123059,-0.24097846650905572,-1.025689391776337,1.2271648985501782,-1.0621006073696266,-0.21138115318786754,0.5,-0.9338098218878937,157000
0.5,0.125,0.125,-0.9726849003236182,0.125,-0.2885539604701581,0.5991839531559312,-0.5138516436574969,1,0.9,1,3,-0.7983354927206109,-0.7948908644380643,-0.12020053800860488,-1.2587790515053696,-0.8196835076441235,-0.24097846650905572,-1.025689391776337,-0.7613597983235844,-1.0621006073696266,-0.21138115318786754,0.5,-0.9338098218878937,132000
0.5,0.125,0.75,0.29458635471347366,0.125,-0.2885539604701581,-0.3196446560830264,-0.12178893000814367,1,0.9,1,1,-0.4103252553548749,-0.7948908644380643,-0.12020053800860488,-0.9733259599497225,1.107430697123059,-0.24097846650905572,-1.025689391776337,-0.7613597983235844,-1.0621006073696266,-0.21138115318786754,0.5,-0.9338098218878937,149000
